,flux,unix_time
331,23.0,1651834393.2888606
332,23.0,1651834393.3911045
333,23.0,1651834393.4894426
334,23.0,1651834393.591943
335,23.0,1651834393.6943157
336,23.0,1651834393.7926157
337,23.0,1651834393.8949184
338,23.0,1651834393.9934015
339,23.0,1651834394.0958714
340,23.0,1651834394.1982634
341,23.0,1651834394.2967947
342,23.0,1651834394.3988543
343,23.0,1651834394.501149
344,23.0,1651834394.599769
345,23.0,1651834394.7018435
346,23.0,1651834394.804237
347,23.0,1651834394.9025984
348,23.0,1651834395.0049162
349,23.0,1651834395.1071885
350,23.0,1651834395.205726
351,23.0,1651834395.3080773
352,23.0,1651834395.4104424
353,23.0,1651834395.5088532
354,23.0,1651834395.6112187
355,23.0,1651834395.713603
356,23.0,1651834395.8119588
357,23.0,1651834395.9142876
358,23.0,1651834396.0127716
359,23.0,1651834396.1151056
360,23.0,1651834396.2173154
361,23.0,1651834396.3159235
362,23.0,1651834396.4180613
363,23.0,1651834396.5204222
364,23.0,1651834396.6186619
365,23.0,1651834396.721096
366,23.0,1651834396.8234484
367,23.0,1651834396.9218934
368,23.0,1651834397.024178
369,23.0,1651834397.126501
370,23.0,1651834397.2251086
371,23.0,1651834397.3272672
372,23.0,1651834397.4297392
373,23.0,1651834397.528076
374,23.0,1651834397.6303132
375,23.0,1651834397.7327642
376,23.0,1651834397.8311043
377,23.0,1651834397.933562
378,23.0,1651834398.0358658
379,23.0,1651834398.134153
380,23.0,1651834398.2366354
381,23.0,1651834398.3349342
382,23.0,1651834398.4372656
383,23.0,1651834398.539617
384,23.0,1651834398.6380465
385,23.0,1651834398.7402964
386,23.0,1651834398.84272
387,23.0,1651834398.9409897
388,23.0,1651834399.0434766
389,23.0,1651834399.1458576
390,23.0,1651834399.2441926
391,23.0,1651834399.3466215
392,23.0,1651834399.44893
393,23.0,1651834399.5471938
394,23.0,1651834399.6495528
395,23.0,1651834399.7518766
396,23.0,1651834399.850407
397,23.0,1651834399.9527476
398,23.0,1651834400.0550935
399,23.0,1651834400.1534183
400,23.0,1651834400.2558134
401,23.0,1651834400.358133
402,23.0,1651834400.4566262
403,23.0,1651834400.5589087
404,23.0,1651834400.6570761
405,23.0,1651834400.7595336
406,23.0,1651834400.8618648
407,23.0,1651834400.9599738
408,23.0,1651834401.0626514
409,23.0,1651834401.1650918
410,23.0,1651834401.2636075
411,23.0,1651834401.3659103
412,23.0,1651834401.4680357
413,23.0,1651834401.5665097
414,23.0,1651834401.668921
415,23.0,1651834401.7710454
416,23.0,1651834401.8701432
417,23.0,1651834401.9720616
418,23.0,1651834402.074235
419,23.0,1651834402.1728554
420,23.0,1651834402.2751126
421,23.0,1651834402.3774343
422,23.0,1651834402.4758892
423,23.0,1651834402.5781188
424,23.0,1651834402.680387
425,23.0,1651834402.778915
426,23.0,1651834402.8812122
427,23.0,1651834402.9797068
428,23.0,1651834403.0819962
429,23.0,1651834403.1842337
430,23.0,1651834403.2831
431,23.0,1651834403.384944
432,23.0,1651834403.4873316
433,23.0,1651834403.5857303
434,23.0,1651834403.6880827
435,23.0,1651834403.7903502
436,23.0,1651834403.8888996
437,23.0,1651834403.9910328
438,23.0,1651834404.093563
439,23.0,1651834404.1918528
440,23.0,1651834404.2942111
441,23.0,1651834404.396599
442,23.0,1651834404.494951
443,23.0,1651834404.5973892
444,23.0,1651834404.699729
445,23.0,1651834404.7980664
446,23.0,1651834404.9003344
447,23.0,1651834405.0027735
448,23.0,1651834405.101158
449,23.0,1651834405.2035155
450,23.0,1651834405.301734
451,23.0,1651834405.4041753
452,23.0,1651834405.5066493
453,23.0,1651834405.605007
454,23.0,1651834405.7072258
455,23.0,1651834405.8096318
456,23.0,1651834405.9080417
457,23.0,1651834406.0103974
458,23.0,1651834406.112871
459,23.0,1651834406.2111661
460,23.0,1651834406.3134532
461,23.0,1651834406.4159746
462,23.0,1651834406.514272
463,23.0,1651834406.6165183
464,23.0,1651834406.718879
465,23.0,1651834406.817232
466,23.0,1651834406.919728
467,23.0,1651834407.0218837
468,23.0,1651834407.1203158
469,23.0,1651834407.2227721
470,23.0,1651834407.325136
471,23.0,1651834407.423357
472,23.0,1651834407.5258863
473,22.5,1651834407.6241524
474,22.25,1651834407.7266185
475,22.12,1651834407.8289735
476,21.56,1651834407.9271233
477,20.78,1651834408.029686
478,20.39,1651834408.132051
479,19.7,1651834408.230235
480,18.85,1651834408.332635
481,17.92,1651834408.434996
482,17.46,1651834408.5335631
483,16.73,1651834408.635839
484,16.37,1651834408.7381196
485,15.68,1651834408.8365874
486,15.34,1651834408.9389458
487,15.17,1651834409.041121
488,15.09,1651834409.1396058
489,15.04,1651834409.2421615
490,15.52,1651834409.3442097
491,15.76,1651834409.44271
492,15.88,1651834409.5450432
493,15.94,1651834409.6474242
494,16.47,1651834409.7459207
495,17.24,1651834409.8481765
496,17.62,1651834409.9503706
497,18.31,1651834410.0489428
498,19.15,1651834410.1511288
499,19.58,1651834410.2496638
500,20.29,1651834410.3519695
501,21.14,1651834410.4543285
502,21.57,1651834410.5527656
503,21.79,1651834410.6551886
504,22.39,1651834410.7574232
505,22.7,1651834410.8557837
506,22.85,1651834410.9580657
507,22.92,1651834411.0603542
508,22.96,1651834411.1588867
509,22.98,1651834411.2611408
510,22.99,1651834411.3632333
511,23.0,1651834411.4619162
512,23.0,1651834411.564259
513,23.0,1651834411.6664968
514,23.0,1651834411.7651803
515,23.0,1651834411.8673348
516,23.0,1651834411.9697812
517,23.0,1651834412.0680912
518,23.0,1651834412.1703331
519,23.0,1651834412.2728212
520,23.0,1651834412.3712666
521,23.0,1651834412.4736574
522,23.0,1651834412.576
523,23.0,1651834412.6743453
524,23.0,1651834412.7766953
525,23.0,1651834412.875214
526,23.0,1651834412.9773614
527,23.0,1651834413.079902
528,23.0,1651834413.1780992
529,23.0,1651834413.2803547
530,23.0,1651834413.3827584
531,23.0,1651834413.4808087
532,23.0,1651834413.5831857
533,23.0,1651834413.685852
534,23.0,1651834413.7842658
535,23.0,1651834413.8866386
536,23.0,1651834413.9886537
537,23.0,1651834414.0873072
538,23.0,1651834414.1895757
539,23.0,1651834414.2920053
540,23.0,1651834414.3904443
541,23.0,1651834414.492698
542,23.0,1651834414.5952256
543,23.0,1651834414.693633
544,23.0,1651834414.795821
545,23.0,1651834414.8982556
546,23.0,1651834414.9966354
547,23.0,1651834415.0990286
548,23.0,1651834415.197043
549,23.0,1651834415.299304
550,23.0,1651834415.401871
551,23.0,1651834415.5004358
552,23.0,1651834415.6028545
553,23.0,1651834415.705136
554,23.0,1651834415.8035376
555,23.0,1651834415.905815
556,23.0,1651834416.0081518
557,23.0,1651834416.1066396
558,23.0,1651834416.2091143
559,23.0,1651834416.311216
560,23.0,1651834416.409683
561,23.0,1651834416.5120413
562,23.0,1651834416.6143086
563,23.0,1651834416.712693
564,23.0,1651834416.81506
565,23.0,1651834416.9173286
566,23.0,1651834417.0160737
567,23.0,1651834417.1180935
568,23.0,1651834417.2204254
569,23.0,1651834417.3189921
570,23.0,1651834417.4212487
571,23.0,1651834417.5196145
572,23.0,1651834417.621979
573,23.0,1651834417.724345
574,23.0,1651834417.8227186
575,23.0,1651834417.925044
576,23.0,1651834418.0273662
577,23.0,1651834418.126029
578,23.0,1651834418.228075
579,23.0,1651834418.330422
580,23.0,1651834418.4289806
581,23.0,1651834418.5313385
582,23.0,1651834418.6334896
583,23.0,1651834418.7321315
584,23.0,1651834418.8342962
585,23.0,1651834418.9366813
586,23.0,1651834419.034984
587,23.0,1651834419.1372714
588,23.0,1651834419.2398314
589,23.0,1651834419.3379629
590,23.0,1651834419.4403985
591,23.0,1651834419.5429497
592,23.0,1651834419.6413395
593,23.0,1651834419.7436953
594,23.0,1651834419.8419385
595,23.0,1651834419.944202
596,23.0,1651834420.0466032
597,23.0,1651834420.1451414
598,23.0,1651834420.2473862
599,23.0,1651834420.349666
600,23.0,1651834420.44815
601,23.0,1651834420.5504384
602,23.0,1651834420.6527948
603,23.0,1651834420.7511878
604,23.0,1651834420.8535733
605,23.0,1651834420.9559464
606,23.0,1651834421.0542896
607,23.0,1651834421.1567163
608,23.0,1651834421.2590382
609,23.0,1651834421.357418
610,23.0,1651834421.459599
611,23.0,1651834421.562121
612,23.0,1651834421.6603491
613,23.0,1651834421.7627182
614,23.0,1651834421.8652115
615,23.0,1651834421.9636507
616,23.0,1651834422.06592
617,23.0,1651834422.164236
618,23.0,1651834422.2665262
619,23.0,1651834422.3690948
620,23.0,1651834422.4673321
621,23.0,1651834422.5696437
622,23.0,1651834422.672265
623,23.0,1651834422.770409
624,23.0,1651834422.8728437
625,23.0,1651834422.975215
626,23.0,1651834423.0734591
627,23.0,1651834423.1759152
628,23.0,1651834423.2781992
629,23.0,1651834423.3767288
630,23.0,1651834423.4790385
631,23.0,1651834423.5812829
632,23.0,1651834423.6800332
633,23.0,1651834423.78225
634,23.0,1651834423.884363
635,23.0,1651834423.982734
636,23.0,1651834424.0851812
637,23.0,1651834424.1835768
638,23.0,1651834424.2858562
639,23.0,1651834424.3883326
640,23.0,1651834424.4866076
641,23.0,1651834424.5890586
642,23.0,1651834424.6912248
643,23.0,1651834424.7895825
644,23.0,1651834424.8919642
645,23.0,1651834424.9942605
646,23.0,1651834425.092713
647,23.0,1651834425.1951237
648,23.0,1651834425.2975247
649,23.0,1651834425.3960202
650,23.0,1651834425.498076
651,23.0,1651834425.6004028
652,23.0,1651834425.6990614
653,23.0,1651834425.801136
654,23.0,1651834425.9037712
655,23.0,1651834426.0018716
656,23.0,1651834426.1042542
657,23.0,1651834426.2067018
658,23.0,1651834426.304961
659,23.0,1651834426.4074686
660,23.0,1651834426.5099707
661,23.0,1651834426.6081603
662,23.0,1651834426.7105932
663,23.0,1651834426.8088243
